Type of Fault,Test Pattern,Fault-Free Response
1,00001000000000000001011000000100001000001,00001000000000000001011000000100
1,00001000000000000001011000000100001100001,01001000000000000001011000000100
1,00001000000000000001011100000100000100001,00001000000000000001011100000100
1,00001010101010101000011000000000001010111,00000010001110111110010100000000
1,11011001000000000000000000000000000000000,10011001000000000000000000000000
1,11011001101010100000000000000000000000001,10011001101010100000000000000000
1,11001000100010000000000000000000000000000,10001000100010000000000000000000
1,11001000001000100000000000000000000000000,10001000001000100000000000000000
1,11100000000010100000000000000000000000000,10100000000010100000000000000000
1,11100000101000000000000000000000000000000,10100000101000000000000000000000
1,11110001001010000000000000000000000000000,10110001001010000000000000000000
1,11110001100000100000000000000000000000000,10110001100000100000000000000000
1,11010011101000000000000000000000000000001,10010011101000000000000000000000
1,11010011000010100000000000000000000000001,10010011000010100000000000000000
1,11111011100010000000000000000000000000000,10111011100010000000000000000000
1,11111011001000100000000000000000000000000,10111011001000100000000000000000
1,11000010001010000000000000000000000000001,10000010001010000000000000000000
1,11000010100000100000000000000000000000000,10000010100000100000000000000000
1,11101010000000000000000000000000000000000,10101010000000000000000000000000
1,11101010101010100000000000000000000000001,10101010101010100000000000000000
1,11001011000000000001001000000000000000000,10001011000000000001001000000000
1,11001011101010100001001000000000000000001,10001011101010100001001000000000
1,11000001101000000001001000000000000000000,10000001101000000001001000000000
1,11000001000010100001001000000000000000000,10000001000010100001001000000000
1,11111000000000000001001000000000000000001,10111000000000000001001000000000
1,11110010101000000001001000000000000000001,10110010101000000001001000000000
1,11111000101010100001001000000000000000000,10111000101010100001001000000000
1,11110010000010100001001000000000000000000,10110010000010100001001000000000
1,00100000101000000100000001000000000000000,01100000101000000100000001000000
1,00000010100000100100000001000000000000000,01000010100000100100000001000000
1,00100000000010100100000001000000000000000,01100000000010100100000001000000
1,00000010001010000100000001000000000000001,01000010001010000100000001000000
1,10000000000000000100000001000000000000001,11000000000000000100000001000000
1,10100010001000100100000001000000000000001,11100010001000100100000001000000
1,10000000101010100100000001000000000000000,11000000101010100100000001000000
1,10100010100010000100000001000000000000001,11100010100010000100000001000000
1,00101010000000000100000001000000000000000,01101010000000000100000001000000
1,00101010101010100100000001000000000000001,01101010101010100100000001000000
1,10001010101000000100000001000000000000000,11001010101000000100000001000000
1,10001010000010100100000001000000000000001,11001010000010100100000001000000
1,00001000100010000100000001000000000000001,01001000100010000100000001000000
1,10101000001010000100000001000000000000001,11101000001010000100000001000000
1,10101000100000100100000001000000000000001,11101000100000100100000001000000
1,00001000001000100100000001000000000000000,01001000001000100100000001000000
1,10000000000000000000010000000100000000000,11000000000000000000010000000100
1,10100010001000100000010000000100000000001,11100010001000100000010000000100
1,10000000101010100000010000000100000000000,11000000101010100000010000000100
1,10100010100010000000010000000100000000000,11100010100010000000010000000100
1,00100000000010100000010000000100000000001,01100000000010100000010000000100
1,00100000101000000000010000000100000000001,01100000101000000000010000000100
1,00000010001010000000010000000100000000000,01000010001010000000010000000100
1,00000010100000100000010000000100000000001,01000010100000100000010000000100
1,10001010101000000000010000000100000000001,11001010101000000000010000000100
0,11000000000000000000000000000000000000000,11000000000000000000100000001000
0,11000000000000000000000000000000010000000,11000000000000000000100000000000
0,11000000000000000000001000000000000000000,11000000000000000000001000000010
0,11000000000000000000001000000000010000000,11000000000000000000001000000010
0,11000000000000000000101000000000000000000,11000000000000000000101000000000
0,11000000000000000000101000000000010000000,11000000000000000000101000000000
0,11000000000000000000111000000000000000000,11000000110100000000010000001100
0,11000000000000000000110000000000010000000,11000000110100000000011000000100
0,11000000000000000000010100000000000000001,11000101000000010000110100001011
0,11000000000000000000111100000000010000000,11000100000011010000100100000010
0,11000001000000000000100000000000000000000,11000001000011010000100000000000
0,11000001000000000000100000000000010000000,11000001000010010000110000000101
0,11000001000000000000111000000000000000000,11000001000000000000111000000000
0,11000001000000000000111000000000010000000,11000001000000000000111000000000
0,11000001000000000000100100000000000000001,11000001010100000000110100000110
0,11000001000000000000111100000000010000000,11000001100100000000111100000100
0,11000001000000000000010000000000000000001,11000001000000000000010000000000
0,11000001000000000000010000000000010000000,11000001000000000000010000000000
0,11000001000000000000000000000000000000000,11000001000000000000000000000000
0,11000001000000000000000000000000010000000,11000001000000000000000000000000
0,11000001000000000000010100000000000000000,11000001000000000000000100001000
0,11000001000000000000000100000000010000000,11000001000000000000010100000100
0,11000001000000000000011000000000000000000,11000001000000000000011100000000
0,11000001000000000000011100000000010000000,11000001000000000000011100000000
0,11000001000000000000001000000000000000000,11000001000000000000001000000000
0,11011110101000001000111000000000001101011,01101101000000100111000000000000
0,11001100100000110001010100000100100101011,11001100010011010101000101110110
0,11000100000010010001000000000100101001000,11000001000010100001000000010001
0,11000100000000000000001100000100000100010,11000100000000000000001000000100
0,11000100000000000001011000000100101100011,11000100000000000001011000000100
0,11000100000000000001011100000100000000011,11000100000000000001011100000100
0,11000100000000000001011100000100100000011,11000100000000000001011100000100
0,11000100000000000001011100000100101100011,11000100000000000001011100000100
0,11000100000000000000011100000100000000011,11000100000000000000011100000100
0,11000100000000000000011000000100000000011,11000100000000000000011000000100
0,11000100000000000000011000000100101100011,11000100000000000000011000000100
0,11000100000000000000011000000100100000011,11000100000000000000011000000100
0,11000100000000000001011000000100001000010,11000100000000000001011000000100
0,11000100000000000001011100000100100100010,11000100000000000001011100000100
0,11000100000000000000011000000100101100001,11000100000000000000011000000100
0,11000100000000000001011000000100101100001,11000100000000000001011000000100
0,11000100000000000001011000000100101000000,11000100000000000001011000000100
0,11000100000000000001011000000100000000001,11000100000000000001011000000100
0,11000100000000000001011000000100001100000,11000100000000000001011000000100
0,11000100000000000001011000000100001000001,11000100000000000001011000000100
0,11000100000000000001011100000100100000000,11000100000000000001011100000100
0,11000100000000000000011100000100100000001,11000100000000000000011100000100
0,11000100000000000000011100000100001000001,11000100000000000000011100000100
0,11000100000000000000011100000100000100001,11000100000000000000011100000100
0,11000100000000000100011000000100001000011,11000100000000000101011100000100
1,00000000000000000000000001000000000000000,00000000000000000000000000000000
